Name,Contact,Specialization
"ICICI Infotech Services Ltd.,Mumbai",Website: www.icici-infotech.com Email:patilm@infotech.icici.com,"IT Enabled Services, Software Development(Emphasis on Financial Sector)"
"ICICI OneSource Limited, Mumbai",Website: www.icicionesource.com Email: ananda.mukerji@icicibank.com,"Call Centre, IT Enabled Services, Transaction Processing, Business Process Outsourcing"
"Icon Data Management Ltd,Noida",Website: www.e-icondata.com Email:sviswanathan@idml.net,"Back office operations, e-CRM, web centre"
"iCope Technologies Private Limited, Bangalore",Website: www.icope.com Email: icope@icope.com,"Telecommunication, Telematics, Messaging, Internet"
"IDBI Intech Ltd Navi, Mumbai",Website: www.idbintech.com Email:ss.godbole@idbiintech.com,"eCommerce Services, Shared services, Softwaresolutions/product development, systems integration"
"Ideaspace Solutions Ltd, Hyderabad",Website: www.ideasp.com Email: orsrao@ideasp.com,"Entreprise application integration, IT application in Finance, IT application in Utilities, Mobile & Wirelessapplication"
"IDS Infotech Limited, Chandigarh",Website: www.idsil.com Email: partap@idsil.com,"Back Office Operations, Medical Transcription, Call Centres, Marine Software"
"i-flex solutions ltd., Mumbai",Website: www.iflexsolutions.com Email: sunil.robert@iflexsolutions.com,"Mobile business solutions, E-business solutions, Genomics - bioinformatics"
"IICE Technologies Ltd, New Delhi",Website: www.webtechnologiesusa.com Email:president@webcomtechnologiesusa.com,"Web & E-training, Internet solutions, Placements"
"IIS Scientific Computing Ltd, Noida",Website: www.scicmp.com Email: chakra@scicmp.com,"Oil & gas exploration software, GIS, 2D/3D imaging, CAE software & services"
"I-Labs Ltd, Hyderabad",Website: www.i-labs.org Email:ramesh.gopigiri@I-labs.ws,Software products & Services for the Banking &Finance Industry
"ILI Technologies Ltd, Bangalore",Website: www.ilitec.com Email: brbnath@ilitec.com,"Biometrics solutions, RFID Solutions, Authentication Solutions, ASPs"
"Impetus Infotech (I) Pvt. Ltd., Indore",Website: www.impetus.com Email: praveen@impetus.com,"Business to Business Solution Provider, Object oriented technology development, Distributedcomponent architechture & framework, Web/Internet Technology"
"InApp InformationTechnologies (I) Pvt Ltd, Trivandrum",Website: www.inapp.com Email: amar@inapp.com,"Internet & e-commerce, IT enabled services, Multimedia CD authoring"
"iNautix Technologies India Pvt Ltd, Chennai",Website: www.inautix.com Email: schakravarthi@inautix.com,"End-to-end e-commerce solutions, web-enablingfinancial institutions, application development, hosting and support, State-of-the-art client-server technology"
"Indchem Software Technologies Ltd, Chennai",Website: www.indchem.com Email: ramaswamisr@indechem.com,"IT Consulting and Software development solutions to global market to provide end-to-end solutions in B2B,Banking & Insurance, Manufacturing, Mobilecommunications & Healthcare"
"India Education Centre Softwares Limited, NewDelhi",Website: www.iecsoftwares.com Email: cvjain@iecsoftwares.com,"Data Capture Services, Data Processing, Off Shore Services, Training, Turnkey Projects, Data conversion"
"India Software Group – ISG,Chennai",Website: www.isg-india.com Email:jagannathan.v@isg-india.com,"Enterprise Wide Solutions- ERP Implementation -SAP & Oracle and Productivity Improvement Tools - Plexus & Lotus, Datawarehousing & Mining - SAS Tools, Custom Development of Off-Shore and On-site Services, Human Resource Management SystemProduct Develop"
"Indiafindit.com, New Delhi",Website: www.indiafindit.com Email:info@indiafindit.com,"IT Enabled services, Hardware & systems integration,Offshore services, IT consultancy & projects"
"Indian Direct Equity Advisors Pvt Ltd, Mumbai",Website: www.ideaequity.com Email: ssk@bol.net.in,"Venture Capital for IT,"
"Indo-Japan Trade CentrePvt. Ltd, New Delhi",Website: www.ijtc.com Email:indojap@nda.vsnl.net.in,"Embedded Systems : Firmware & Software, Windowsbased softwareâace=Arial size=2>"
"Indo-Pacific Software & Entertainment Ltd, Nagpur",Website: www.ipsel.com Email: info@ipsel.com,"Software Project Planning, Archtecture & Design, Coding & Testing, Integration & Systems testing"
"Indorama Software SolutionsLimited, Mumbai",Website: www.irssl.com Email:sparasrampuria@vsnl.com,"E- Commerce, Client Server application, enterprisesolutions, web - centric solutions"
"Indus Asuka Software Pvt. Ltd., Chennai",Website: www.indusasuka.com Email: niranjan@indusasuka.com,"Software development for Japanese market, Web Based development & maintenance, Design &consultancy"
"Indus Business Systems Ltd., Hyderabad",Website: www.indussoftware.com Email: indus@indussoftware.com,"Web Technology / Intranet / Internet, Client Server Technology"
"Indus Software Pvt. Ltd., Pune",Website: www.indussoft.com Email: vivek.mannige@indussoft.com,"Non-Banking Finance Companies, BankingOperations, Insurance Operations, Internet Development"
"Induswork Technologies Pvt. Ltd., Calcutta",Website: www.induswork.com Email: narendra@induswork.com,"Internet Applications, E-business, Software development, EDI"
"Infinite Computer Solutions(India) Pvt. Ltd., New Delhi",Website: www.infics.com Email:chandra_navin@vsnl.com,"Web and E-Commerce, Databases"
"Info Dimensions Business Enterprise Pvt Ltd, Hyderabad",Website: www.info-dimensions.com Email: director@info-dimensions.com,"IT Enabled Services, Consultancy & Projects, Off Shore Services"
"Info Tech Coropration of Goa Ltd, Goa",Website: www.softwarepark-goa.org Email: ecglg@goa1.dot.net.in,Electronics Corporation of Goa Limited has been set up by Government of India for development of computer software industry in the state. Itâbeen setup by Government of India for development of
"Infoedge Solutions Pvt. Ltd, New Delhi",Website: www.InfoEdgeSolutions.com Email: Piyesh@InfoEdgeSolutions.com,"Microsoft Visual Studio Suite (Visual Basic, Visual FoxPro, Visual C++), SQL Server, Oracle, Other ODBC compliant databases, ActiveX, COM/DCOM,ADO, ASP Technologies"
"Infogain India (P) Ltd., Noida",Website: www.infogain.com Email: ved@india.infogain.com,"Front Office Solutions, ERP Solutions, Application / System Engineering Services, Internet Integration Services"
"Infolog Solutions (P) Ltd, Bangalore",Email: pk@jayem.co.in,"Developing & Maintenance of Software for Logistic services, Hardware Maintenance for Logistic Companies"
"Information Technologies (India) Limited, New Delhi",Website: www.itil.com Email: mktg@itil.com,"Client-Server / Database Applications, Networking / System Software, Group Ware, Windows CEproducts"
"Information Technology Park Ltd., Bangalore",Website: www.intltechpark.com,Establish and Maintain Information Technology Park
"Infosys Technologies Ltd., Bangalore",Website: www.infy.com Email: Vidya_Natarajan01@infy.com,"Web Technologies / Internet / Intranet, Telecom Solutions / Communications Software, Business Process consultancy / Re-engineering, SoftwareMaintenance and Migration"
"Infotech Enterprises Ltd., Hyderabad",Website: www.infotechsw.com Email: mohanr@infotech.stph.net,"IT Enabled Services - GIS/CAD Conversion, Software development Services - GIS,CAD,Business, Web, Consultancy Services - GIS, Engineering/CAD, Business, Web"
"Infotech Financials Pvt Ltd,Mumbai",Website: www.infofin.com Email:sthomas@infofin.com,Software development in Finance
"Infotech Solutions Pvt. Ltd., Mumbai",,"Message processing - Swift, Fax, Telex, E-mail, EDI, HTML, XML, Straight through processing - reduction in manual processing of messages, Natural language processing - understanding of English, German, French text, Knowledge based intelligent softwaredevelopment"
"Infotek Software & Systems Pvt Ltd, Pune",Website: www.infotekindia.com Email: joy.basu@infotekindia.com,"Supply chain management, Web-based ERP, Application service provider, Mobile commerce"
"Infovision Software Pvt. Ltd.,Calcutta",Email: msr@infovisionsoftware.net,"Medical Transcription, Back office Operation &Support, Contact Center, Software Development"
"Infowavz International Pvt. Ltd., Mumbai",Website: www.infowavz.com Email: vineet@infowavz.com,"Infotel - outbound & inbound phone sales & support, Infochat - Web chat & collaboration, InfoBPM -Business Process Management, InfoAnalysis - Data Mining & Analysis"
"Infozech Software (P) Ltd., New Delhi",Website: www.infozech.com Email: ankur@infozech.com,"Telecom Billing, Customers Care & Telecom Audit Services, Internet, Human Resources Software, Semi- Conduct"
"InfraSoft TechnologiesLimited, Mumbai",Website: www.infrasoftnet.com Email:trips@infrasoftnet.com,"Software Products & Customised development forBanking Industry, Development of Web-enabled solutions, E-commerce content development, Systemintegration, Internetworking, Interface Development"
"Inox Global Services Ltd, Gurgaon",Website: www.inoxgsl.com Email: inox_global@vsnl.com,"Call centre, Back office operations, Web enablement"
"Insoft.com Pvt Ltd, Chennai",Website: www.insoft.com Email: admin@insoft.com,"Formulate, design, develop, market, franchise, export, sell & licence software"
"Inspira Technologies Pvt.Ltd., Hyderabad",Website: www.inspira.com Email:anil@inspira.com,"eGovernance, Onsite services, eSolutions"
"Institute of Chartered, Hyderabad",Website: www.icfai.org Email: vivekphadke@icfai.org,"Education, Research, Consultancy, Publication"
"Intec Interface GM Pvt Ltd,Pune",Website: www.intec.de Email: sunil@intec-india.com,"Oracle Platform, Internet Technologies - Java, JavaScript"
"Integra Micro Systems (P) Ltd, Bangalore",Website: www.integramicro.com Email: info@integramicro.com,"Telecom Billing, Customer Care, CRM, MIS, Embedded Software, Testing & Verification, LifeCycle Maintenance, Device Drivers"
"Integra Software Services Private Limited, Pondicherry",Website: www.integra-india.com Email: s.sriram@vsnl.com,"Web and e- Publishing, Typesetting, Internet, E- Commerce and Software development, Client- ServerSoftware Development"
"Integrated Computing Environments Ltd.,Trivandrum",Website: www.iceindia.com Email: psreekumar12@excite.com,Windows device driver development
"Intel Asia Electronics Inc., Mumbai",Website: www.intel.com Email: veronica.gomes@intel.com,"Chip Design, Microprocessor, ASIC, Telecom Solutions, Communication Software, E- commerce,EDI, Web Technologies, Internet , Intranet"
"Intellicon Pvt Ltd,Ahmedabad",Website: www.intelliconltd.com Email:rajivp@intelliconltd.com,"Internet/Intranet Application, E-enable services,Automation Application, Telecommunication software"
"Intelligent Information Systems Pvt Ltd, Noida",Website: www.renewals-iis.com Email: iisdel@del3.vsnl.net.in,"Offshore Software Development, Reengineering, Application development"
"Intelligroup Asia Pvt. Ltd.,Hyderabad",Website: www.intelligroup.com Email:bosco.malapatti@intelligroup.co.in,"ERP (SAP, Baan, Peoplesoft, Oracle)Implementation, Development and OptimizationServices, E-commerce (Sun / Microsoft Technologies), Outsourcing"
"Intelsys Software & Consultants Pvt. Ltd., Calcutta",Website: www.intelsysin.com Email: intelsys@gaiscl01.vsnl.net.in,"Object Oriented Technology based 3 - Tier Client Application, Software Development in distributedComputing Enviroment, B2C Portalsin E - Commerce, IT Training"
"InteQ Software Limited, Hyderabad",Website: www.inteqsolutions.com Email: dbreddy@inteqsolutions.com,"E-commerce Design and delivery, Commercial Web App Design and Delivery, Intranet, Business Function, Workflow Enabling, Development Methodologies, Database Architecture and Support, Infrastructure, Network support, Client ServerSystems Project Management"
"Interglobe Technologies Pvt Ltd, Gurgaon",Website: www.interglobetechnologies.com Email:ramesh.arora@interglobetechnologies.com,"Software Development, IT Enabled Services, Website development & Maintenance"
"Intergraph ConsultingPrivate Limited, Hyderabad",Email: sdeepa@india.ingr.com,"CAD / CAM, GIS, Plant Design System, Shipbuilding,Architecture, Document Management"
"Intermedia Interactive Solutions Ltd, Pune",Website: www.intermediainc.com Email: sdeshpande@intermediainc.com,"Pharmaceutical Industry, E-business, E-tail"
"Internet Trends (India) PvtLtd, Mumbai",Email: saurinp@internettrends.co.in,"Operating systems, Networking Technology, Internet/Web, GUI Development"
"Interra Software (India) Pvt. Ltd., New Delhi",Website: www.interraIT.com Email: kalyanb@interra.com,"Enterprise Business Applications, Internet / E- Commerce, IBM mianframe, Maintenance / Migration"
"Intertech Resources Ltd,New Delhi",Email: intertech@satyam.net.in,"Consultancy for Call centre operation, Humanresource development & onshore projects"
"Inter-Tech Systems Pvt. Ltd., Mumbai",Website: www.inter-techsystems.com Email: amitmehta@inter-techsystems.com,Internet & E-Commerce
"Intiqua India Limited,New Delhi",Website: www.intiqua.com Email: sanjay.Jain@initqua.com,"eBusiness solutions, Intranets – for improving business efficiencies, Extranets – for enhancing business relationships and eCommerce – forincreasing business competitiveness, eBusiness Strategy, eBusiness Design, eBusiness Development,"
"Intrasoft Technologies Pvt. Ltd.,  Calcutta",Website: www.itilindia.com Email: intrasoft@itilindia.com,"Internet related services, IT-enabled Services, Web Content / Information Technology Software Development, Back-end programming andTransmission of data"
"Investment Research &Information Services Ltd, Mumbai",Website: www.irisindia.net Email:s.swaminathan@irisindia.net,"Enterprise Application Integartion, enterpriseKnowledge Management, Web Enabled Applications, Consulting Services"
"IOL Technologies Pvt Ltd, New Delhi",Website: www.iolpl.com Email: avdesh@iolpl.com,"Internet application, Microsoft Technologies, Windows Programming"
"IonIdea Enterprise Solutions Pvt Ltd, Bangalore",Website: www.ionideasolutions.com Email: mohan.kumar@ionidea.com,"Interactive Media Domain, Enterprise Applications &Products, Telecom & Communications S/W, Financial Service Industry"
"IonIdea Interactive Private Limited,  Bangalore",Website: www.ionideainteractive.com Email: casper@cgipl.com,"Internet Middleware and Intranet Migration, WebContent Development, Datawarehousing & Data Mining, Transaction Automation & E-commerce"
"iS3C Consultancy Services Ltd., Mumbai",Website: www.is3c.com Email: jeevanp@is3c.com,"Baan ERP Consultancy, Banking Solutions, OracleApplications, E-Commerce, Application Development and Maintinance, Data Warehouseing and Migration."
"iSeva Systems Pvt Ltd, Bangalore",Website: www.iseva.com Email:vaibhav@india.iseva.com,"CRM Consulting, Outsourcing of customer service"
"IT Microsystems (India) Ltd, Mumbai",Website: www.itmicrosystems.com Email: pancard@bom3.vsnl.net.in,"Software development, Internet & E-commerce, Consultancy & projects, IT Training"
"IT Solutions (India) Pvt. Ltd.,Chennai",Website: www.itsindia.com Email:anands_at_home@yahoo.com,"Development of Application in Client Server, Web,Internet, E-commerce, Porting, Migration & Maintenance of application in Unix/NT, Platform, Specialisation in Data Warehousing, E-Commerce,Implementation, Support for ERP Application"
"IT&T Limited, Noida",Website: www.ittindia.com Email: hemantk@ittindia.com,"IT infrastructure management, network Integration, Systems Integration, E-enabling of applications"
"ITC Infotech India Ltd,Calcutta",Website: www.itcinfotech.com Email:sanjayverma@itcinfotech.com,"Customised Software Solutions, Software Products,Turnkey Projects"
"iTouchPoint Technologies Private Limited, Bangalore",Website: www.iTouchPoint.com Email: bg.mahesh@itouchpoint.com,"E-Business, Entreprise Solutions, Wireless application, Outsourcing"
"ITTI Limited, Bangalore",Website: www.itti.co.in Email:itti.blr@itti.co.in,"ERP Services, Business Intelligence, Help DeskOperations, Web-enabled applications"
"Ivega Corporation, Bangalore",Website: www.ivega.com Email: gdevanur@ivega.com,"IBM AS/400 and RS 6000, Development and re- engineering, client-server technologies, Internet technologies, E-Biz technologies, Productdevelopment, IT consultancy, Professional services"
"IVL India Pvt. Ltd.,Trivandrum",Website: www.ivlind.com Email:ivl@stpt.soft.net,"SAP R/3 based development, E-Commerce, Internetapplication development Â  and Consulting"
"IVUS Software Development Centre Pvt. Ltd., Hyderabad",Website: www.ivustech.com Email: subbaraot@indiainfo.com,"CRM, Microsoft Technologies, Web development, Application & Development"
"Jay Instruments & SystemsPvt Ltd, Mumbai",Website: www.jayinst.com Email:paragk@vsnl.com,"Software Development, Internet related Services"
"JK Technosoft Ltd, New Delhi",Website: www.jktech.com Email: satish@jktech.com,"Consultancy - Development - Training on PROGRESS, Development and deployment ofinternet transaction processing applications , MFG."
"Jopasana Software & Systems Pvt Ltd, Pune",Website: www.jopasana.com Email: ajay@jopasana.com,"Real Time Distributed System, Networking, Datacommunication, Telecommunication Software, Process Control & data acquisition software"
"JP Mobile (India) Limited, Hyderabad",Website: www.jpsil.com Email: info@jpsil.com,"Development of Wireless Mobile Server space Technologies, Wireless Applications for wide variety of Handheld devices, smartphones etc., supportingmultiple Networks"
"JP Morgan Services IndiaPvt. Ltd., Mumbai",Email: arindam.banerrji@jpmorgan.com,Financial Services Support
"Juno Online ServicesDevelopment Pvt. Ltd., Hyderabad",Website: www.juno.com Email: csm@staff.juno.com,Dial-up Internet email
"Kale Consultants Pvt. Ltd., Pune",Website: www.kaleconsultants.com Email: Vipul_Jain@kaleconsultants.com,"Banking & Finance, Airlines, Health Care, Year 2000& Euro conversion, Web Technology, Client Server Development, Migrations, Contracting"
"Kals Information Systems Ltd, Bangalore",Website: www.kalsinfo.com Email: srini@kalsinfo.com,"Consulting & Implementation of Insurance, Consulting design & development of workflow, Groupware & development management Solutions, Design & Development of Web enabled application software &e-commerce system, redesign & web enablinglegacy application"
"Kanbay Software (India) Pvt.Ltd., Pune",Website: www.kanbay.com Email:rarora@kanbay.com,"IT development, maintenance & support outsourcing,E-Business & Enterprise Systems Implementation, Systems Compliance & Renovation Projects, Specialised Consultancy in Payment systems &Insurance"
"Kaneriya Technologies Limited, Valsad",Website: www.kaneriya.com Email: info@kaneriya.com,"Software consultancy, Web applications, Data processing / conversion, HR placement / training"
"Karvy Consultants Ltd,Hyderabad",Website: www.karvy.com Email:jram@karvy.com,"Data Processing, Web Based Financial Portal,Medical Transcription"
"Kaytek Computer Services Pvt. Ltd., Mumbai",Website: www.ekaytek.com Email: kaytek.mkhatri@axcess.net.in,"Small Business Systems, Consultancy, ERP / MRP Solutions, Object Oriented Analysis / Design"
"KCC Software Ltd, NewDelhi",Website: www.kcc-india.com Email:kccsw@nda.vsnl.net.in,"Software Development, Internet & E-Commerce, I TTrainning, On-stie services"
"Keane India Ltd, Noida",Website: www.keane.com Email: ds.madan@keane.com,"Turnkey Offshore development projects & maintenance of large legacy systems, R&D for Client-server enviroments"
"Kejriwal Computers Limited, Calcutta",Website: www.kejriwal.com Email: kecomp@cal.vsnl.net.in,"Financial Service and Stock Broking, Production andSales Management, Purchase and Inventory Management, IT enabled off-shore Data Processing"
"Kernex Micro Systems (India) Ltd., Hyderabad",Website: www.kernex.stph.net Email: rajulv@kernex.stph.net,"eCommerce & Internet Technologies, Object orienteddesign/programming, RealTime & Embedded System, System Software & Network Technologies"
"Kirloskar Computer ServicesLtd., Bangalore",Website: www.kcsl.com Email:ashim@kcsl.com,"Distribution, Manufacturing, Internet & Intranet,Engineering"
"KLG Systel Ltd., Gurgaon",Website: www.klgsystel Email: kumudg@klgsystel.com,"Computer Aided Design & Engineering (CAD/CAE), Project Management, Supply Chain Solutions and Manufacturing Execution Systems, Business to Business Internet Solutions, Manufacturing andAutomation System, Consulting - Development and Education"
"KMG Infotech Pvt Ltd, Bangalore",Website: www.kmgus.com Email: shailly.Arora@kmgus.com,"IT consultancy & software development, Insurance solution, SCM solution, Web enabling of legacy & E- commerce"
"KPIT Infosystems Limited., Pune",Website: www.kpit.com Email: umap@kpit.com,"Implementation of Oracle ERP/Data Marts / OLAP Solutions, Banking & Financial Services Solutions, E-commerce, Internet & Web Application, Control"
"Krupp Industries India Ltd., Pune",Website: www.thyssenkrupp.com Email: sane_s@ki.krupp.com,Project Management And Consultancy
"Kurade I - Net Pvt.Ltd, New Delhi",Website: www.kurade.com Email: inet_ltd@yahoo.com,"Internet, Software Development, E- Commerce, Web Development"
"Labh Software Pvt Ltd, Mumbai",Website: www.labhsoftware.com Email: info@labhsoftware.com,"B2B, B2C Portal & E-commerce Solutions, Web enabled & CIL, server based application, Lagacysystem migration, customised software development"
"Lambent Technologies PvtLtd, Nagpur",Website: www.lambenttek.com Email:shashi@lambenttek.com,"E-commerce & internet services, Mobile Computing,Client Server computing, Application development"
"Lanco Global Systems Limited, Hyderabad",Website: www.lancogroup.com Email: sourav_b@lancoglobal.com,"Networking Solutions, ERP, Internet, Web Development & E-commerce"
"Landmark Infotech Systems& Solutions Pvt Ltd, Chennai",Website: www.liftss.com,"Applied IT Training, Biometric Software solutions,Retail/Suply chain solutions, Logistics"
"Larsen & Toubro Infotech Limited, Mumbai",Website: www.lntinfotech.com Email: asg- isd@powai.ltindia.com,"End-to-end service provider. Domain solutions, Technology solutions, Business solutions, Re-engineering, SLA based maintenance & enhancement, porting/migration SEI-CMM Level-4"
"Laser Soft Infosystems Ltd,Chennai",Website: www.lsisl.com Email:lsi@vsnl.com,"Banking, Trade Finance, Healthcare, E-commerce"
"Lateral Software Technology Pvt Ltd, Chennai",Website: www.lateralsoftware.com Email: patrick@naturesoft.net,"Education Training on Linux, Open Sources & Linux, software Development, e-business Enabled"
"Lawkim Ltd (ITESDivision),Mumbai",Website: www.lawkimindia.com Email:anwer_bagdadi@lawkimindia.com,"Call Centre, Training, Software development,Consultancy"
"Lee & Nee Softwares (Exports) Ltd., Calcutta",Website: www.lnsel.com Email: sales@lnsel.com,"Internet Service Provider, Internet & Intranet solutions, value added services as E-commerce, Multimedia Applications, ERP solutionsImplementations"
"Leo Infotech (P) Ltd., Bangalore",Website: www.leoinfo.com Email: leoinfo@vsnl.com,"e-com Solutions , Software Solutions Websites & Web hosting, GIS - Remote sensig (linked with ISRO)"
"LG Soft India Pvt. Ltd., Bangalore",Website: www.lg-soft.com Email: lgsi@stpb.soft.net/ritesh@lgsi.co.in,"Emerging Technologies, E-Commerce, Enterprise systems, Embedded Systems, Systems Integration /Systems management"
"Linc Software Services Pvt. Ltd., Bangalore",Website: www.lincsoftware.com Email: lincindia@lincsoftware.soft.net,"AS/400 - based software development and services, ERP Solution Providers, Restructuring Services(Year2000 and Euro), Product Marketing"
"Lipi Infosoft Limited, Mumbai",Website: www.lipiinfosoft.com Email:psinghal@lipidata.com,"Web enabled services, Training, Ebusiness, ERP forSMEs"
"Live Tech Solutions (P) Ltd, Hyderabad",Website: www.livetechsolutions.com Email: swarna@livetechsolutions.com,"Wireless solutions, Embedded Technologies, eCommerce & Internet Technologies, Client/Server Technologies"
"Logica Pvt Ltd, Bangalore",Email: Info-in@Logica.com,": Financial products and solutions, Telecommunications, Energy and Utilities, Systems, integration & Consultancy"
"Logicsoft International Pvt Ltd., New Delhi",Website: www.logic-soft.net Email: info@logic-soft.net,"Database Management Solutions, EnterpriseComputing Solutions, Internet and Intranet, Multimedia and Realtime Presentation Systems."
"Login Infotech Private Limited, Bangalore",Website: www.login2infotech.com Email: login@vsnl.com,"Consulting, Training, Systems Integration, Internet and E- Commerce"
"Lucent Technologies India(P) Ltd., Bangalore",Website: www.lucent.com Email: radhak@lucent.com,Software R & D for Wireless Networks
"Lucid Technologies Pvt. Ltd,Coimbatore",Website: www.lucid.co.in Email:srinathj@lucid.co.in,ERP products targeted at SMEs; Intranet andGrouware consultancy development; Custom
"MA Softech International Ltd,Bhopal",Website: www.softech2000.com Email:rakesh@softechglobal.com,"IT consultancy, On-site software development, Off-shore software development"
"Macil Infosystems (Pvt) Ltd,Mumbai",Website: www.macilinfo.com Email:pkumar@mega-ace.com,"Finance, Banking, Healthcare, Human Resources"
"Madhu Intra Ltd, Calcutta",Website: www.vriddhi.com Email: mail@dalmiasec.com,"Software services in capital markets, E-commerce, Internet Technology, IT enbaled services"
"Madhya Pradesh Agency forPromotion of Information Technology, Bhopal",Email: map_it@mp.nic.in,"Implementation of State IT policy, Promotion & use ofIT in Governance, Co-ordinate HRD needs, Development of support infrastructure"
"Madhya Pradesh StateElectronics Development Corporation Ltd., Bhopal",Email: mpsedc@bom2.vsnl.net.in,"Infrastrure Development and Management, Escort /Support Services to prospective units, IT consultancy in procurement, networking and SAD"
"Magic Software Pvt. Ltd., New Delhi",Website: www.magicsw.com Email:shalini.baveja@magicsw.com,"CD-Rom Titles, Web Publishing, Multimedia ContentProduction, Software Solutions"
"Maharashtra Industrial Development Corporation, Mumbai",Website: www.midcindia.org Email: reach@midcindia.org,"Setting up Industrial Areas & IT Parks, Develops Information Technology Entrepreneurship incubationfacilities"
"Maharashtra Institute of Advance Electronics & Comp Tech (P) Ltd., Mumbai",Website: www.miaect.com Email: miaect@bom5.vsnl.net.in,"Educational Software Development, Web Designing, Computer Training"
"Mahindra British TelecomLtd., Pune",Website: www.mahindrabt.com Email:elroy@mahindrabt.com,"Telecom Operational Systems, Database Re-engineering, Network Management, Verification & Validation, Year 2000 Solutions, ERP Solutions"
"Mahindra Consulting Ltd., Mumbai",Website: www.mahindraconsulting.com Email: maniv@mcl.co.in,"SAP Implementation Services (Project Management, ABAP, Functional, Basis), Desktop, Helpdesk, LAN, WAN Management Services, Internet, Intranet, E- commerce Solutions, Client-Server Solutions (Oracle,SQL-Server, Access, VB)"
"Majoris Systems Pvt. Ltd., Bangalore",Website: www.majoris.com Email: venkatesh.bv@majoris.com,"Turnkey software development services, IT Enabled Services, Internet, E-Commerce, Quality consulting"
"Manjushree Infotech (IT -Divi. Of Manjushree Plantation), Calcutta",Website: www.manjushreeinfotech.com Email: sam@manjushreeinfotech.com,"On Site / Off Shore Services, Consultancy & Projects, Internet and E- Commerce"
"Marble Infotech Ltd., NewDelhi",Website: www.bhushan-group.com Email:bssl@bhushan-group.com,"ERP Solutions, Visual Software development, CRM,e-commerce"
"MASCON Global Limited, Chennai",Website: www.masconit.com Email: krp@mascon.co.in,"Manufacturing, ERP, E-Commerce, Banking"
"Mascot Systems Ltd., Bangalore",Website: www.mascotsystems.com Email: sshekar@mascotsystems.com,"Entreprise-wide development, re-engineering & maintenance of application software in areas of E- business intelligence, ERP & mobile commerceacross mainframe, midrange, client server & Internet platforms"
"Masibus ProcessInstruments (P). Ltd., Gandhinagar",Website: www.masibus.com Email:subi@masibus.com,"Data Acquisition / Automation software,Instrumentation software for interface, device drivers etc., Embedded software, System Integration"
"MASTEK Ltd., Mumbai",Website: www.mastek.com Email: ashankd@mastek.com,"Banking, Manufacturing & Distribution, Financial Services, Customer Care, Insurance, Asset Management"
"Max Ateev Limited, New Delhi",Website: www.maxindia.com Email: sharad.goel@maxteev.com,"Enterprise Software Solutions (SAP, Oracle Applications ), Knowledge Management, andOffshore Product Development Services. Its"
"McKinsey & Company Inc., Mumbai",Email: neeraj_bhargava@mckinsey.com,"Management Consulting, Strategy Operations & Organization"
"MECON Limited,  Ranchi",Website: www.meconlimited.com Email: mecon-rnch@hub.nic.in,"Process control & automation, Inspection Management Systems for Process Industries, Specialised software for Continuous Casters, Sinter Plant, Raw Material Handling systems., Custom madesoftware for Business application"
"Medical e-CommerceSolutions Pvt Ltd, New Delhi",Website: www.medecomsolutions.comEmail: sunilnigam@medecomsolutions.com,"Healthcare Unit, Medical coding, MedicalTranscription, Medical Billing"
"Medicom Solutions (P) Ltd, Bangalore",Website: www.medicomsoft.com Email: sgovind@medicomsoft.com,"Hospital Information Systems, Clinical Workstation, Clinical Information"
"Megasoft Limited, Chennai",Website: www.megasoft.com Email: gkrao@megasoft.com,"Development and maintenance of software applications, including products and web-based tools; design, implementation, and administration ofsystems, including databases and networks; and end- to-end consulting for e-business solutions."
"Melstar InformationTechnologies Ltd,  Mumbai",Website: www.melstar.com Email:bramani@melstar.com,"Offshore project development, Client - server projectdevelopment, E-business projects & internet projects, Onsite consultancy"
"Mentorix LearningTechnologies Pvt. Ltd., Mumbai",Website: www.mentorix.com Email:harish.joshy@mentorix.com,"Application development, Consulting, CustomContent developemnent"
"Meru ConvergentTechnologies Pvt Ltd, Chennai",Website: www.meru.co.in Email:rsgopal@meru.co.in,"E-commerce, Wireless applications, ERP/LegacySystems, Storage management & disaster recovery system"
"Micro Informations Pvt Ltd, Gujarat",Website: www.miplindia.com Email: kyagnik@miplindia.com,"Banking, Web Designing, Internet Applications"
"Micro Technologies (India)Ltd, Mumbai",Website: www.microtechnologies.net Email:cmd@microtechnologies.net,"Software development, internet & intranet solutions,networking & online transactions, training"
"Microsoft Corporation (I) Ltd., New Delhi",Website: www.microsoft.com Email: mallicas@microsoft.com,"Business software, Internet technologies, Operatingsystems and servers, Consulting and education services"
"Microsoft India (R&D) Pvt. Ltd., Hyderabad",Website: www.microsoft.com/india/indiadev Email: srinik@microsoft.com,R&D Centre for Microsoft
"Milcom Software, Chennai",Website: www.milcomsoftware.com Email: milcom@eth.net,"Software Solutions & Consultancy, ERP Systems integration, E-commerce & web related solutions,Distributed Networks"
"Millenium Information Systems Limited,  Calcutta",Website: www.mislindia.com Email: atanu.kar@mislindia.com,"Data Warehousing, Object Technology , Sofware Re- ngineering/Migration, ERP (Implementing OracleFinancials)"
"Mindmill Software Ltd, New Delhi",Website: www.mindmillsoftware.com Email: suchin.gupta@mindmillsoftware.com,"Web enabled client-server application, communication software , signature entry in CE &Palmtop application"
