Company Name,Place,Website,Email,Specialization
Indus Asuka Software Pvt. Ltd., Chennai,www.indusasuka.com,niranjan@indusasuka.com,"Software development for Japanese market, Web Based development & maintenance, Design &consultancy"
Indus Business Systems Ltd., Hyderabad,www.indussoftware.com,indus@indussoftware.com,"Web Technology / Intranet / Internet, Client Server Technology"
Indus Software Pvt. Ltd., Pune,www.indussoft.com,vivek.mannige@indussoft.com,"Non-Banking Finance Companies, BankingOperations, Insurance Operations, Internet Development"
Induswork Technologies Pvt. Ltd., Calcutta,www.induswork.com,narendra@induswork.com,"Internet Applications, E-business, Software development, EDI"
Infinite Computer Solutions(India) Pvt. Ltd., New Delhi,www.infics.com,chandra_navin@vsnl.com,"Web and E-Commerce, Databases"
Info Dimensions Business Enterprise Pvt Ltd, Hyderabad,www.info-dimensions.com,director@info-dimensions.com,"IT Enabled Services, Consultancy & Projects, Off Shore Services"
Info Tech Coropration of Goa Ltd, Goa,www.softwarepark-goa.org,ecglg@goa1.dot.net.in,Electronics Corporation of Goa Limited has been set up by Government of India for development of computer software industry in the state. Itâbeen setup by Government of India for development of
Infoedge Solutions Pvt. Ltd, New Delhi,www.InfoEdgeSolutions.com,Piyesh@InfoEdgeSolutions.com,"Microsoft Visual Studio Suite (Visual Basic, Visual FoxPro, Visual C++), SQL Server, Oracle, Other ODBC compliant databases, ActiveX, COM/DCOM,ADO, ASP Technologies"
Infogain India (P) Ltd., Noida,www.infogain.com,ved@india.infogain.com,"Front Office Solutions, ERP Solutions, Application / System Engineering Services, Internet Integration Services"
Infolog Solutions (P) Ltd, Bangalore,,pk@jayem.co.in,"Developing & Maintenance of Software for Logistic services, Hardware Maintenance for Logistic Companies"
Information Technologies (India) Limited, New Delhi,www.itil.com,mktg@itil.com,"Client-Server / Database Applications, Networking / System Software, Group Ware, Windows CEproducts"
Information Technology Park Ltd., Bangalore,www.intltechpark.com,,Establish and Maintain Information Technology Park
Infosys Technologies Ltd., Bangalore,www.infy.com,Vidya_Natarajan01@infy.com,"Web Technologies / Internet / Intranet, Telecom Solutions / Communications Software, Business Process consultancy / Re-engineering, SoftwareMaintenance and Migration"
Infotech Enterprises Ltd., Hyderabad,www.infotechsw.com,mohanr@infotech.stph.net,"IT Enabled Services - GIS/CAD Conversion, Software development Services - GIS,CAD,Business, Web, Consultancy Services - GIS, Engineering/CAD, Business, Web"
Infotech Financials Pvt Ltd,Mumbai,www.infofin.com,sthomas@infofin.com,Software development in Finance
Infotech Solutions Pvt. Ltd., Mumbai,,,"Message processing - Swift, Fax, Telex, E-mail, EDI, HTML, XML, Straight through processing - reduction in manual processing of messages, Natural language processing - understanding of English, German, French text, Knowledge based intelligent softwaredevelopment"
Infotek Software & Systems Pvt Ltd, Pune,www.infotekindia.com,joy.basu@infotekindia.com,"Supply chain management, Web-based ERP, Application service provider, Mobile commerce"
Infovision Software Pvt. Ltd.,Calcutta,,msr@infovisionsoftware.net,"Medical Transcription, Back office Operation &Support, Contact Center, Software Development"
Infowavz International Pvt. Ltd., Mumbai,www.infowavz.com,vineet@infowavz.com,"Infotel - outbound & inbound phone sales & support, Infochat - Web chat & collaboration, InfoBPM -Business Process Management, InfoAnalysis - Data Mining & Analysis"
Infozech Software (P) Ltd., New Delhi,www.infozech.com,ankur@infozech.com,"Telecom Billing, Customers Care & Telecom Audit Services, Internet, Human Resources Software, Semi- Conduct"
InfraSoft TechnologiesLimited, Mumbai,www.infrasoftnet.com,trips@infrasoftnet.com,"Software Products & Customised development forBanking Industry, Development of Web-enabled solutions, E-commerce content development, Systemintegration, Internetworking, Interface Development"
Inox Global Services Ltd, Gurgaon,www.inoxgsl.com,inox_global@vsnl.com,"Call centre, Back office operations, Web enablement"
Insoft.com Pvt Ltd, Chennai,www.insoft.com,admin@insoft.com,"Formulate, design, develop, market, franchise, export, sell & licence software"
Inspira Technologies Pvt.Ltd., Hyderabad,www.inspira.com,anil@inspira.com,"eGovernance, Onsite services, eSolutions"
Institute of Chartered, Hyderabad,www.icfai.org,vivekphadke@icfai.org,"Education, Research, Consultancy, Publication"
Intec Interface GM Pvt Ltd,Pune,www.intec.de,sunil@intec-india.com,"Oracle Platform, Internet Technologies - Java, JavaScript"
Integra Micro Systems (P) Ltd, Bangalore,www.integramicro.com,info@integramicro.com,"Telecom Billing, Customer Care, CRM, MIS, Embedded Software, Testing & Verification, LifeCycle Maintenance, Device Drivers"
Integra Software Services Private Limited, Pondicherry,www.integra-india.com,s.sriram@vsnl.com,"Web and e- Publishing, Typesetting, Internet, E- Commerce and Software development, Client- ServerSoftware Development"
Integrated Computing Environments Ltd.,Trivandrum,www.iceindia.com,psreekumar12@excite.com,Windows device driver development
Intel Asia Electronics Inc., Mumbai,www.intel.com,veronica.gomes@intel.com,"Chip Design, Microprocessor, ASIC, Telecom Solutions, Communication Software, E- commerce,EDI, Web Technologies, Internet , Intranet"
Intellicon Pvt Ltd,Ahmedabad,www.intelliconltd.com,rajivp@intelliconltd.com,"Internet/Intranet Application, E-enable services,Automation Application, Telecommunication software"
Intelligent Information Systems Pvt Ltd, Noida,www.renewals-iis.com,iisdel@del3.vsnl.net.in,"Offshore Software Development, Reengineering, Application development"
Intelligroup Asia Pvt. Ltd.,Hyderabad,www.intelligroup.com,bosco.malapatti@intelligroup.co.in,"ERP (SAP, Baan, Peoplesoft, Oracle)Implementation, Development and OptimizationServices, E-commerce (Sun / Microsoft Technologies), Outsourcing"
Intelsys Software & Consultants Pvt. Ltd., Calcutta,www.intelsysin.com,intelsys@gaiscl01.vsnl.net.in,"Object Oriented Technology based 3 - Tier Client Application, Software Development in distributedComputing Enviroment, B2C Portalsin E - Commerce, IT Training"
InteQ Software Limited, Hyderabad,www.inteqsolutions.com,dbreddy@inteqsolutions.com,"E-commerce Design and delivery, Commercial Web App Design and Delivery, Intranet, Business Function, Workflow Enabling, Development Methodologies, Database Architecture and Support, Infrastructure, Network support, Client ServerSystems Project Management"
Interglobe Technologies Pvt Ltd, Gurgaon,www.interglobetechnologies.com,ramesh.arora@interglobetechnologies.com,"Software Development, IT Enabled Services, Website development & Maintenance"
Intergraph ConsultingPrivate Limited, Hyderabad,,sdeepa@india.ingr.com,"CAD / CAM, GIS, Plant Design System, Shipbuilding,Architecture, Document Management"
Intermedia Interactive Solutions Ltd, Pune,www.intermediainc.com,sdeshpande@intermediainc.com,"Pharmaceutical Industry, E-business, E-tail"
Internet Trends (India) PvtLtd, Mumbai,,saurinp@internettrends.co.in,"Operating systems, Networking Technology, Internet/Web, GUI Development"
Interra Software (India) Pvt. Ltd., New Delhi,www.interraIT.com,kalyanb@interra.com,"Enterprise Business Applications, Internet / E- Commerce, IBM mianframe, Maintenance / Migration"
Intertech Resources Ltd,New Delhi,,intertech@satyam.net.in,"Consultancy for Call centre operation, Humanresource development & onshore projects"
Inter-Tech Systems Pvt. Ltd., Mumbai,www.inter-techsystems.com,amitmehta@inter-techsystems.com,Internet & E-Commerce
Intiqua India Limited,New Delhi,www.intiqua.com,sanjay.Jain@initqua.com,"eBusiness solutions, Intranets – for improving business efficiencies, Extranets – for enhancing business relationships and eCommerce – forincreasing business competitiveness, eBusiness Strategy, eBusiness Design, eBusiness Development,"
Intrasoft Technologies Pvt. Ltd.,  Calcutta,www.itilindia.com,intrasoft@itilindia.com,"Internet related services, IT-enabled Services, Web Content / Information Technology Software Development, Back-end programming andTransmission of data"
Investment Research &Information Services Ltd, Mumbai,www.irisindia.net,s.swaminathan@irisindia.net,"Enterprise Application Integartion, enterpriseKnowledge Management, Web Enabled Applications, Consulting Services"
IOL Technologies Pvt Ltd, New Delhi,www.iolpl.com,avdesh@iolpl.com,"Internet application, Microsoft Technologies, Windows Programming"
IonIdea Enterprise Solutions Pvt Ltd, Bangalore,www.ionideasolutions.com,mohan.kumar@ionidea.com,"Interactive Media Domain, Enterprise Applications &Products, Telecom & Communications S/W, Financial Service Industry"
IonIdea Interactive Private Limited,  Bangalore,www.ionideainteractive.com,casper@cgipl.com,"Internet Middleware and Intranet Migration, WebContent Development, Datawarehousing & Data Mining, Transaction Automation & E-commerce"
iS3C Consultancy Services Ltd., Mumbai,www.is3c.com,jeevanp@is3c.com,"Baan ERP Consultancy, Banking Solutions, OracleApplications, E-Commerce, Application Development and Maintinance, Data Warehouseing and Migration."
iSeva Systems Pvt Ltd, Bangalore,www.iseva.com,vaibhav@india.iseva.com,"CRM Consulting, Outsourcing of customer service"
IT Microsystems (India) Ltd, Mumbai,www.itmicrosystems.com,pancard@bom3.vsnl.net.in,"Software development, Internet & E-commerce, Consultancy & projects, IT Training"
IT Solutions (India) Pvt. Ltd.,Chennai,www.itsindia.com,anands_at_home@yahoo.com,"Development of Application in Client Server, Web,Internet, E-commerce, Porting, Migration & Maintenance of application in Unix/NT, Platform, Specialisation in Data Warehousing, E-Commerce,Implementation, Support for ERP Application"
IT&T Limited, Noida,www.ittindia.com,hemantk@ittindia.com,"IT infrastructure management, network Integration, Systems Integration, E-enabling of applications"
ITC Infotech India Ltd,Calcutta,www.itcinfotech.com,sanjayverma@itcinfotech.com,"Customised Software Solutions, Software Products,Turnkey Projects"
iTouchPoint Technologies Private Limited, Bangalore,www.iTouchPoint.com,bg.mahesh@itouchpoint.com,"E-Business, Entreprise Solutions, Wireless application, Outsourcing"
ITTI Limited, Bangalore,www.itti.co.in,itti.blr@itti.co.in,"ERP Services, Business Intelligence, Help DeskOperations, Web-enabled applications"
Ivega Corporation, Bangalore,www.ivega.com,gdevanur@ivega.com,"IBM AS/400 and RS 6000, Development and re- engineering, client-server technologies, Internet technologies, E-Biz technologies, Productdevelopment, IT consultancy, Professional services"
IVL India Pvt. Ltd.,Trivandrum,www.ivlind.com,ivl@stpt.soft.net,"SAP R/3 based development, E-Commerce, Internetapplication development Â  and Consulting"
IVUS Software Development Centre Pvt. Ltd., Hyderabad,www.ivustech.com,subbaraot@indiainfo.com,"CRM, Microsoft Technologies, Web development, Application & Development"
Jay Instruments & SystemsPvt Ltd, Mumbai,www.jayinst.com,paragk@vsnl.com,"Software Development, Internet related Services"
JK Technosoft Ltd, New Delhi,www.jktech.com,satish@jktech.com,"Consultancy - Development - Training on PROGRESS, Development and deployment ofinternet transaction processing applications , MFG."
Jopasana Software & Systems Pvt Ltd, Pune,www.jopasana.com,ajay@jopasana.com,"Real Time Distributed System, Networking, Datacommunication, Telecommunication Software, Process Control & data acquisition software"
JP Mobile (India) Limited, Hyderabad,www.jpsil.com,info@jpsil.com,"Development of Wireless Mobile Server space Technologies, Wireless Applications for wide variety of Handheld devices, smartphones etc., supportingmultiple Networks"
JP Morgan Services IndiaPvt. Ltd., Mumbai,,arindam.banerrji@jpmorgan.com,Financial Services Support
Juno Online ServicesDevelopment Pvt. Ltd., Hyderabad,www.juno.com,csm@staff.juno.com,Dial-up Internet email
Kale Consultants Pvt. Ltd., Pune,www.kaleconsultants.com,Vipul_Jain@kaleconsultants.com,"Banking & Finance, Airlines, Health Care, Year 2000& Euro conversion, Web Technology, Client Server Development, Migrations, Contracting"
Kals Information Systems Ltd, Bangalore,www.kalsinfo.com,srini@kalsinfo.com,"Consulting & Implementation of Insurance, Consulting design & development of workflow, Groupware & development management Solutions, Design & Development of Web enabled application software &e-commerce system, redesign & web enablinglegacy application"
Kanbay Software (India) Pvt.Ltd., Pune,www.kanbay.com,rarora@kanbay.com,"IT development, maintenance & support outsourcing,E-Business & Enterprise Systems Implementation, Systems Compliance & Renovation Projects, Specialised Consultancy in Payment systems &Insurance"
Kaneriya Technologies Limited, Valsad,www.kaneriya.com,info@kaneriya.com,"Software consultancy, Web applications, Data processing / conversion, HR placement / training"
Karvy Consultants Ltd,Hyderabad,www.karvy.com,jram@karvy.com,"Data Processing, Web Based Financial Portal,Medical Transcription"
Kaytek Computer Services Pvt. Ltd., Mumbai,www.ekaytek.com,kaytek.mkhatri@axcess.net.in,"Small Business Systems, Consultancy, ERP / MRP Solutions, Object Oriented Analysis / Design"
KCC Software Ltd, NewDelhi,www.kcc-india.com,kccsw@nda.vsnl.net.in,"Software Development, Internet & E-Commerce, I TTrainning, On-stie services"
Keane India Ltd, Noida,www.keane.com,ds.madan@keane.com,"Turnkey Offshore development projects & maintenance of large legacy systems, R&D for Client-server enviroments"
Kejriwal Computers Limited, Calcutta,www.kejriwal.com,kecomp@cal.vsnl.net.in,"Financial Service and Stock Broking, Production andSales Management, Purchase and Inventory Management, IT enabled off-shore Data Processing"
Kernex Micro Systems (India) Ltd., Hyderabad,www.kernex.stph.net,rajulv@kernex.stph.net,"eCommerce & Internet Technologies, Object orienteddesign/programming, RealTime & Embedded System, System Software & Network Technologies"
Kirloskar Computer ServicesLtd., Bangalore,www.kcsl.com,ashim@kcsl.com,"Distribution, Manufacturing, Internet & Intranet,Engineering"
KLG Systel Ltd., Gurgaon,www.klgsystel,kumudg@klgsystel.com,"Computer Aided Design & Engineering (CAD/CAE), Project Management, Supply Chain Solutions and Manufacturing Execution Systems, Business to Business Internet Solutions, Manufacturing andAutomation System, Consulting - Development and Education"
KMG Infotech Pvt Ltd, Bangalore,www.kmgus.com,shailly.Arora@kmgus.com,"IT consultancy & software development, Insurance solution, SCM solution, Web enabling of legacy & E- commerce"
KPIT Infosystems Limited., Pune,www.kpit.com,umap@kpit.com,"Implementation of Oracle ERP/Data Marts / OLAP Solutions, Banking & Financial Services Solutions, E-commerce, Internet & Web Application, Control"
Krupp Industries India Ltd., Pune,www.thyssenkrupp.com,sane_s@ki.krupp.com,Project Management And Consultancy
Kurade I - Net Pvt.Ltd, New Delhi,www.kurade.com,inet_ltd@yahoo.com,"Internet, Software Development, E- Commerce, Web Development"
Labh Software Pvt Ltd, Mumbai,www.labhsoftware.com,info@labhsoftware.com,"B2B, B2C Portal & E-commerce Solutions, Web enabled & CIL, server based application, Lagacysystem migration, customised software development"
Lambent Technologies PvtLtd, Nagpur,www.lambenttek.com,shashi@lambenttek.com,"E-commerce & internet services, Mobile Computing,Client Server computing, Application development"
Lanco Global Systems Limited, Hyderabad,www.lancogroup.com,sourav_b@lancoglobal.com,"Networking Solutions, ERP, Internet, Web Development & E-commerce"
Landmark Infotech Systems& Solutions Pvt Ltd, Chennai,www.liftss.com,,"Applied IT Training, Biometric Software solutions,Retail/Suply chain solutions, Logistics"
Larsen & Toubro Infotech Limited, Mumbai,www.lntinfotech.com,asg- isd@powai.ltindia.com,"End-to-end service provider. Domain solutions, Technology solutions, Business solutions, Re-engineering, SLA based maintenance & enhancement, porting/migration SEI-CMM Level-4"
Laser Soft Infosystems Ltd,Chennai,www.lsisl.com,lsi@vsnl.com,"Banking, Trade Finance, Healthcare, E-commerce"
Lateral Software Technology Pvt Ltd, Chennai,www.lateralsoftware.com,patrick@naturesoft.net,"Education Training on Linux, Open Sources & Linux, software Development, e-business Enabled"
Lawkim Ltd (ITESDivision),Mumbai,www.lawkimindia.com,anwer_bagdadi@lawkimindia.com,"Call Centre, Training, Software development,Consultancy"
Lee & Nee Softwares (Exports) Ltd., Calcutta,www.lnsel.com,sales@lnsel.com,"Internet Service Provider, Internet & Intranet solutions, value added services as E-commerce, Multimedia Applications, ERP solutionsImplementations"
Leo Infotech (P) Ltd., Bangalore,www.leoinfo.com,leoinfo@vsnl.com,"e-com Solutions , Software Solutions Websites & Web hosting, GIS - Remote sensig (linked with ISRO)"
LG Soft India Pvt. Ltd., Bangalore,www.lg-soft.com,lgsi@stpb.soft.net/ritesh@lgsi.co.in,"Emerging Technologies, E-Commerce, Enterprise systems, Embedded Systems, Systems Integration /Systems management"
Linc Software Services Pvt. Ltd., Bangalore,www.lincsoftware.com,lincindia@lincsoftware.soft.net,"AS/400 - based software development and services, ERP Solution Providers, Restructuring Services(Year2000 and Euro), Product Marketing"
Lipi Infosoft Limited, Mumbai,www.lipiinfosoft.com,psinghal@lipidata.com,"Web enabled services, Training, Ebusiness, ERP forSMEs"
Live Tech Solutions (P) Ltd, Hyderabad,www.livetechsolutions.com,swarna@livetechsolutions.com,"Wireless solutions, Embedded Technologies, eCommerce & Internet Technologies, Client/Server Technologies"
Logica Pvt Ltd, Bangalore,,Info-in@Logica.com,": Financial products and solutions, Telecommunications, Energy and Utilities, Systems, integration & Consultancy"
Logicsoft International Pvt Ltd., New Delhi,www.logic-soft.net,info@logic-soft.net,"Database Management Solutions, EnterpriseComputing Solutions, Internet and Intranet, Multimedia and Realtime Presentation Systems."
Login Infotech Private Limited, Bangalore,www.login2infotech.com,login@vsnl.com,"Consulting, Training, Systems Integration, Internet and E- Commerce"
Lucent Technologies India(P) Ltd., Bangalore,www.lucent.com,radhak@lucent.com,Software R & D for Wireless Networks
Lucid Technologies Pvt. Ltd,Coimbatore,www.lucid.co.in,srinathj@lucid.co.in,ERP products targeted at SMEs; Intranet andGrouware consultancy development; Custom
MA Softech International Ltd,Bhopal,www.softech2000.com,rakesh@softechglobal.com,"IT consultancy, On-site software development, Off-shore software development"
Macil Infosystems (Pvt) Ltd,Mumbai,www.macilinfo.com,pkumar@mega-ace.com,"Finance, Banking, Healthcare, Human Resources"
Madhu Intra Ltd, Calcutta,www.vriddhi.com,mail@dalmiasec.com,"Software services in capital markets, E-commerce, Internet Technology, IT enbaled services"
Madhya Pradesh Agency forPromotion of Information Technology, Bhopal,,map_it@mp.nic.in,"Implementation of State IT policy, Promotion & use ofIT in Governance, Co-ordinate HRD needs, Development of support infrastructure"
Madhya Pradesh StateElectronics Development Corporation Ltd., Bhopal,,mpsedc@bom2.vsnl.net.in,"Infrastrure Development and Management, Escort /Support Services to prospective units, IT consultancy in procurement, networking and SAD"
Magic Software Pvt. Ltd., New Delhi,www.magicsw.com,shalini.baveja@magicsw.com,"CD-Rom Titles, Web Publishing, Multimedia ContentProduction, Software Solutions"
Maharashtra Industrial Development Corporation, Mumbai,www.midcindia.org,reach@midcindia.org,"Setting up Industrial Areas & IT Parks, Develops Information Technology Entrepreneurship incubationfacilities"
Maharashtra Institute of Advance Electronics & Comp Tech (P) Ltd., Mumbai,www.miaect.com,miaect@bom5.vsnl.net.in,"Educational Software Development, Web Designing, Computer Training"
Mahindra British TelecomLtd., Pune,www.mahindrabt.com,elroy@mahindrabt.com,"Telecom Operational Systems, Database Re-engineering, Network Management, Verification & Validation, Year 2000 Solutions, ERP Solutions"
Mahindra Consulting Ltd., Mumbai,www.mahindraconsulting.com,maniv@mcl.co.in,"SAP Implementation Services (Project Management, ABAP, Functional, Basis), Desktop, Helpdesk, LAN, WAN Management Services, Internet, Intranet, E- commerce Solutions, Client-Server Solutions (Oracle,SQL-Server, Access, VB)"
Majoris Systems Pvt. Ltd., Bangalore,www.majoris.com,venkatesh.bv@majoris.com,"Turnkey software development services, IT Enabled Services, Internet, E-Commerce, Quality consulting"
Manjushree Infotech (IT -Divi. Of Manjushree Plantation), Calcutta,www.manjushreeinfotech.com,sam@manjushreeinfotech.com,"On Site / Off Shore Services, Consultancy & Projects, Internet and E- Commerce"
Marble Infotech Ltd., NewDelhi,www.bhushan-group.com,bssl@bhushan-group.com,"ERP Solutions, Visual Software development, CRM,e-commerce"
MASCON Global Limited, Chennai,www.masconit.com,krp@mascon.co.in,"Manufacturing, ERP, E-Commerce, Banking"
Mascot Systems Ltd., Bangalore,www.mascotsystems.com,sshekar@mascotsystems.com,"Entreprise-wide development, re-engineering & maintenance of application software in areas of E- business intelligence, ERP & mobile commerceacross mainframe, midrange, client server & Internet platforms"
Masibus ProcessInstruments (P). Ltd., Gandhinagar,www.masibus.com,subi@masibus.com,"Data Acquisition / Automation software,Instrumentation software for interface, device drivers etc., Embedded software, System Integration"
MASTEK Ltd., Mumbai,www.mastek.com,ashankd@mastek.com,"Banking, Manufacturing & Distribution, Financial Services, Customer Care, Insurance, Asset Management"
Max Ateev Limited, New Delhi,www.maxindia.com,sharad.goel@maxteev.com,"Enterprise Software Solutions (SAP, Oracle Applications ), Knowledge Management, andOffshore Product Development Services. Its"
McKinsey & Company Inc., Mumbai,,neeraj_bhargava@mckinsey.com,"Management Consulting, Strategy Operations & Organization"
MECON Limited,  Ranchi,www.meconlimited.com,mecon-rnch@hub.nic.in,"Process control & automation, Inspection Management Systems for Process Industries, Specialised software for Continuous Casters, Sinter Plant, Raw Material Handling systems., Custom madesoftware for Business application"
Medical e-CommerceSolutions Pvt Ltd, New Delhi,www.medecomsolutions.com,sunilnigam@medecomsolutions.com,"Healthcare Unit, Medical coding, MedicalTranscription, Medical Billing"
Medicom Solutions (P) Ltd, Bangalore,www.medicomsoft.com,sgovind@medicomsoft.com,"Hospital Information Systems, Clinical Workstation, Clinical Information"
Megasoft Limited, Chennai,www.megasoft.com,gkrao@megasoft.com,"Development and maintenance of software applications, including products and web-based tools; design, implementation, and administration ofsystems, including databases and networks; and end- to-end consulting for e-business solutions."
Melstar InformationTechnologies Ltd,  Mumbai,www.melstar.com,bramani@melstar.com,"Offshore project development, Client - server projectdevelopment, E-business projects & internet projects, Onsite consultancy"
Mentorix LearningTechnologies Pvt. Ltd., Mumbai,www.mentorix.com,harish.joshy@mentorix.com,"Application development, Consulting, CustomContent developemnent"
Meru ConvergentTechnologies Pvt Ltd, Chennai,www.meru.co.in,rsgopal@meru.co.in,"E-commerce, Wireless applications, ERP/LegacySystems, Storage management & disaster recovery system"
Micro Informations Pvt Ltd, Gujarat,www.miplindia.com,kyagnik@miplindia.com,"Banking, Web Designing, Internet Applications"
Micro Technologies (India)Ltd, Mumbai,www.microtechnologies.net,cmd@microtechnologies.net,"Software development, internet & intranet solutions,networking & online transactions, training"
Microsoft Corporation (I) Ltd., New Delhi,www.microsoft.com,mallicas@microsoft.com,"Business software, Internet technologies, Operatingsystems and servers, Consulting and education services"
Microsoft India (R&D) Pvt. Ltd., Hyderabad,www.microsoft.com/india/indiadev,srinik@microsoft.com,R&D Centre for Microsoft
Milcom Software, Chennai,www.milcomsoftware.com,milcom@eth.net,"Software Solutions & Consultancy, ERP Systems integration, E-commerce & web related solutions,Distributed Networks"
Millenium Information Systems Limited,  Calcutta,www.mislindia.com,atanu.kar@mislindia.com,"Data Warehousing, Object Technology , Sofware Re- ngineering/Migration, ERP (Implementing OracleFinancials)"
Mindmill Software Ltd, New Delhi,www.mindmillsoftware.com,suchin.gupta@mindmillsoftware.com,"Web enabled client-server application, communication software , signature entry in CE &Palmtop application"
Mindteck (India) Ltd, Bangalore,www.mindteck.com,vijay.kumar@mindteck.com,"Internet applications, Embedded solutions"
MindTree Consulting Pvt.,,www.mindtree.com,,"Electronic Commerce, Internet Appliances, Telecom"
Ltd., Bangalore,,,Technology
Minerva Telelink Pvt.Ltd., New Delhi,www.minervatelelink.com,ajaybhartia@minervaholding.com,Remote Data Processing
Mizoram InformationTechnology Society," Aizawl,",www.zolinks.com,mits_mizoram@hotmail.com,"Operating Systems, IT Training, Network Projects,Consultancy"
ML Infomap Pvt. Ltd., New Delhi,www.mlinfomap.com,post@mlinfomap.com,"Development of GIS and Remote Sensing applications, Digital Map Products for India, SatelliteImage Analysis and map data conversion, Internet technologies for mapping"
Momentum India Private Limited, Noida,www.momentum-tech.com,pankaja@momentum-india.com,"Setting up Offshore Technology Centers for Global companies providing Software Services spanning over complete life cycle including Software Design & Development, Sustenance Re-engineering, Customization & Integration, Technical Support andTesting"
Motech Software Pvt Ltd,Mumbai,www.motechsoftware.com,evette@motechsoftware.com,"Emerging Technologies, Banking & Insurance,Telecom, Retail and Distribution, IT Consulting"
Motorola India Electronics Private Ltd., Bangalore,www.miel.mot.com,sammy_sana@miel.mot.com,"Network Management, Communication Protocols, Digital Signal Processing, Systems Engineering"
Mphasis BFL Ltd., Mumbai,www.mphasis.com,vivek.dayal@mphasis.com,"E-commerce, Customer Relationship Management,Systems Integration, Remote Services"
MTC (India) Pvt. Ltd., Noida,www.mtcindia.com,skahuja@mcindia.com,"Custom Software Development (offshore/ onsite), E- business Solutions, Internet Technologies, Onsite Consulting, Environmental Software Products, ITEnabled Services"
Mukesh & Associates, Tamil Nadu,www.mukeshassociates.com,mukeshassociates@vsnl.com,"Computer aided design, Computer aided drafting, CAD Consercsion services, digitalisation ofdocuments"
N Y Dox Services Ltd, NewDelhi,www.nydoxservices.com,nydox@ndb.vsnl.net.in,"IT Enabled services, Medical transcription"
National Institute of FashionTechnology, New Delhi,www.niftindia.com,lvsaptharishi@hotmail.com,Training; Consultancy; Product Development
NatureSoft Private Limited, Chennai,www.nature-soft.com,nature@md2.vsnl.net.in,"Object Oriented Solutions., Microsoft Certified Solution Provider, Object Oriented Databases, Internet / Intranet and Web Solutions, Linux basedServices & Solutions."
Navayuga Infotech Pvt. Ltd., Hyderabad,www.navayuga.com,chandra@navayuga.com,"ERP Implementation - SAP R3, CAD/CAMEngineering Software, Client Server Software Development, Multimedia, E-Commerce, E-Security"
Navision Software India Pvt Ltd, Gurgaon,www.navision.com,sumeet@navision.co.in,"ERP, MRP, E-com, CRM, Web Technologies, WAP,M-Commerce, Portals B2B, B2C, systems integration, application services providers"
Neco Infotech, Nagpur,www.necoinfotech.com,abhi@necoinfotech,"Manufacturing, Finance, E-learning, Health Care"
NeilSoft Limited, Pune,www.neilsoft.com,surendra.agarwal@neilsoft.com,"E-commerce / EDI / Web Technologies/ Internet / Intranet, CAD/CAM/CAE, Systems integration /Networking, Software product development"
Nelco Limited, Mumbai,,nelsoft@vsnl.net,"VSAT and Networking, Drive and Automation, SCADA System, Real Time Software"
Nelito Systems Limited,Mumbai,www.nelito.com,nelitobo@vsnl.com,"Retail Banking Software Solutions, NetworkManagement System, Facility Management, Y2K, Euro Conversion, Packaged Software"
Neptune Information,,www.nisl.com,,"Client Server based business applications on Oracle,"
Solutions Limited, Gurgaon,,,"Groupware Solutions on Notes Domino, Architectureindependent environment on uniface, E-commerce applications on Java and Domino"
Net Brahma Technologies Pvt Ltd, Bangalore,www.netbrahma.com,bhaskars@netbrahma.com,"IP Internetworking, Telecom / convergence, Network management, ASIC Design & verification"
Net Edge ComputingSolutions Pvt Ltd, New Delhi,www.netedgecomputing.com,manoj@netedgecomputing.com,"Onsite/ Off Shore Services, Consultancy, SystemsIntegration, Training, Turnkey Projects, Data Conversion, Packaged Software, Off Shore Maintenance, Network Design, Planning andManagement"
Net Solutions, Chandigarh,www.netsolutionsindia.com,sameer@netsolutionsindia.com,"Web application development, Multimediapresentation, Web site design, Software programming"
Net4India Ltd, New Delhi,www.net4india.com,info@net4india.com,"Networking & service integration,Enterprise Accessservice"
Netaquila Solutions Pvt Ltd, New Delhi,www.netaquila.com,anup@netaquila.com,"Microsoft ASP, Visual Inter-Development, Macromedia Design Studio, Java,JSP, Adobe Range of Desigh Products"
NetBusiness Solutions (India) Ltd., Mumbai,www.netbsolutions.com,info@netbsolutions.com,"End-to-end Solutions in SCM, CRM, KM, E-solutions for Pharma"
Netdecisions Pvt Ltd,Visakhapatnam,www.netdecisions.com,manoj.dawane@netdecisions.co.in,"e-commerce enablements, end to end solutions,strategy consultants"
Netkraft Private Limited, Bangalore,www.net-kraft.com,atul@net-kraft.com,"E-Commerce, Portal Development, Web Re- engineering, E-consulting"
NetraScribe Pvt. Ltd.,Chennai,www.netrascribe.com,vasudev_v@mailcity.com,"Medical Transcription, Transcription Training,Software Development, Medical Insurance Billing"
Network Associates Software Pte Ltd, Mumbai,www.nai.com,vdesh@nai.com,"Anti Virus - McAfee, Network visibility, Security, Service desk solutions"
Network Programs (India) Ltd., Noida (UP),www.networkprograms.com,vipin@networkprograms.com,"Telecom Switching & Network Management, Billing Mediation & System Integration, IP & 3G Solutions,Call Centre Software & CTI Application"
Network Systems & Technologies (P) Ltd., Trivandrum,www.nesttech.com,nj@nestcorp.net,"Process Automation, Manufacturing Automation, Device Drivers, Broad Band Communications, Consumer Electronics, Distributed Computing, Embedded Systems and WAP, E-commerce &Business Applications"
